Gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
MIR3153,12.22808438,0.01124335,0.087600187,0.618901618,0.876303818
CIZ1,14.54278858,-0.015805975,0.074517083,0.710852871,0.915350328
SNORD53B,25.61865886,0.014030528,0.082873036,0.680807751,0.903130867
TARDBP,25.71924158,-0.016336786,0.063584618,0.719020391,0.917417211
CYFIP1,48.14766731,0.016090078,0.067116227,0.715411389,0.916630384
OXSM,9.426470246,0.0153119,0.078246976,0.703382033,0.912845186
RPP40,5.273135521,0.013376138,0.08454088,0.668596287,0.897272733
ANKRD61,12.97156205,0.015093144,0.079228689,0.699932941,0.91142478
MTREX,42.78960018,-0.016181559,0.069363741,0.716940037,0.917003377
CHD1L,4.18488722,-0.013444177,0.084345033,0.67003258,NA
PAQR5,4.967678223,0.011820931,0.086953626,0.634290474,0.883412251
CDC42BPG,12.99644785,-0.014719059,0.080718953,0.693841981,0.909400915
KCNJ5,4.771115301,0.013244818,0.084759956,0.666216013,0.896289536
TFIP11-DT,5.177225817,0.012306448,0.086301868,0.646021065,0.889091788
DCTN3,15.45381035,-0.01606142,0.071751462,0.71557019,0.916636054
RUFY2,11.85562426,-0.015660058,0.074654854,0.709481495,0.915013071
APBB2,16.25496409,0.015243163,0.078202316,0.702911729,0.912688578
SLC16A2,8.046538013,-0.013289557,0.08461845,0.667614289,0.896723981
SLC25A14P1,2.283645179,-0.011412634,0.086544069,0.624863188,NA
LGALS1,428.8782548,0.014166762,0.082468469,0.684690916,0.904047383
AMMECR1-IT1,2.569615831,0.012322317,0.086269092,0.647021301,NA
SNORA54,1098.906751,-0.012736836,0.085514933,0.656318113,0.89325632
MDN1-AS1,1.827332643,0.011438361,0.087337373,0.625683329,NA
IGHD2-15,6.014477623,0.008425715,0.089258922,0.529489677,0.83437812
HSPG2,45.3308858,0.014646906,0.080786831,0.693895315,0.909400915
NTN1,4.477929364,0.011770843,0.087031547,0.634626613,NA
HIPK2,29.21752339,-0.015110498,0.078595144,0.70180634,0.912412737
ZNF286A,2.305905802,0.011969058,0.086600659,0.639550821,NA
RPL7L1P18,2.621879093,0.010012526,0.08853089,0.58612684,NA
FAR1-IT1,8.088167403,-0.013371297,0.084298391,0.67085011,0.898256926
KAT14,9.633069556,-0.015294886,0.07763226,0.705547218,0.914208696
SNORA77,19.16922832,0.012895423,0.085292657,0.661219278,0.894367632
RPL18AP2,1.91686014,-0.011499939,0.087296865,0.628986875,NA
MTATP6P16,3.134814079,-0.009537373,0.088773048,0.571765337,NA
MRPS10P2,3.453552571,-0.012984199,0.085276109,0.663419075,NA
H2AC14,92.90228064,-0.011620548,0.087098991,0.632320094,0.882859926
MRPS33P2,1.922849568,-0.01135233,0.087452543,0.625532525,NA
RN7SL499P,3.847335612,0.094201407,0.167875831,0.945048098,NA
POLR3H,9.131988268,0.012398621,0.086109933,0.650893164,0.891170882
RXRA,11.82402912,-0.01512705,0.078376086,0.703422822,0.912845186
COL11A1,49.2535084,-0.008815046,0.089086138,0.547073479,0.842245882
CUL4B,31.95390617,0.015851784,0.072399929,0.715399924,0.916630384
HNRNPA1P76,4.910958567,-0.013881353,0.083049202,0.682219213,0.903763722
NDUFAF7,17.47103613,0.01608493,0.069712967,0.718915849,0.917417211
RPL23AP7,5.098077854,0.013716784,0.082561696,0.679194031,0.902460545
PPTC7,26.13883922,0.015505518,0.075856536,0.710214924,0.915206559
RFC1,42.57689163,-0.017132225,0.067501353,0.73369241,0.924131193
IGHV7-4-1,205.5617483,0.008082763,0.089346791,0.518863238,0.827732724
RLIMP1,16.26594288,0.01390466,0.082993159,0.68297694,0.903763722
HMGA1,82.72717378,0.012610267,0.085652622,0.656841384,0.893488293
ELP4,3.05505716,-0.012788492,0.085518344,0.660815814,NA
MXD4,24.1045287,-0.015906927,0.071828864,0.716845099,0.917003377
IFTAP,2.222601679,0.011849932,0.086670968,0.639648414,NA
BIRC7,3.670436634,-0.011573442,0.087127629,0.632885277,NA
MTFR1L,11.06363768,-0.015544966,0.075609016,0.711354571,0.915375551
MBTPS1,47.46230453,0.016033639,0.069525828,0.718858079,0.917417211
FRG1DP,4.20519503,0.009223292,0.088915498,0.563522094,NA
EGOT,10.18045893,-0.0114849,0.087215404,0.630918717,0.882087364
LIN7A,2.386591698,0.011889952,0.086612577,0.640985776,NA
STT3A,71.10156663,0.015495445,0.075907542,0.710922025,0.915350328
TCF7,5.308243919,-0.01386407,0.082370472,0.683062957,0.903763722
HGD,19.69530646,0.00935051,0.088862054,0.568319283,0.852089549
EIF1B-AS1,1.838299468,-0.011745357,0.087377091,0.637789498,NA
LSM6,9.120795173,0.015210444,0.077719208,0.706618422,0.914568468
TMEM109,75.21807991,-0.015914342,0.071005909,0.717566389,0.917003377
SLC1A5,54.79504175,0.014189227,0.081967585,0.689215796,0.906520966
CAPG,164.4957297,-0.014735003,0.079959457,0.699197213,0.911227185
AVL9,31.27897032,0.015525491,0.07457544,0.712114611,0.915375551
TRAJ50,7.479908736,0.01112461,0.087584605,0.622816289,0.877626032
DDX20,11.46296498,0.015573479,0.075039428,0.713437253,0.915820847
DNAJC2,13.7403482,0.015799367,0.073228475,0.716912258,0.917003377
KRT19,501.6584727,0.012515824,0.086032793,0.657213794,0.893488293
TOB2,36.02507465,-0.015054199,0.078179912,0.705523682,0.914208696
GOT1-DT,2.00822697,-0.011595622,0.087078685,0.635890943,NA
ORC4,14.07797398,0.015755222,0.073432793,0.716735757,0.917003377
PAX9,4.312933907,-0.020533684,0.091909018,0.774543936,NA
LOC646665,1.69238107,0.010874878,0.087496731,0.617496249,NA
SRMP3,2.496912207,-0.01312622,0.086499482,0.670906651,NA
CCL19,50.29003129,-0.010534413,0.088035469,0.608237401,0.871584316
JPT1,65.12264954,0.013742189,0.08322019,0.683131575,0.903763722
MIR155HG,6.407921964,0.013883771,0.082691991,0.685793576,0.904548469
RPL41P1,100.0600482,0.012596621,0.085644789,0.659932004,0.894114946
TRPC1,7.638787049,-0.014568875,0.080503101,0.698182683,0.911121724
MOSPD2,17.26269311,0.015762567,0.0726333,0.717502405,0.917003377
NGRN,12.78141882,-0.015006055,0.077930827,0.706001397,0.914208696
CPLX1,2.395371229,-0.010776453,0.087831622,0.615902641,NA
ZSCAN16,15.71873597,-0.015349037,0.075830145,0.711706168,0.915375551
RN7SL612P,2.069103017,0.011448398,0.087059291,0.633891292,NA
CRELD1,2.092645327,-0.010883739,0.086793453,0.619185031,NA
VDAC1P8,3.238248238,-0.0128081,0.085224258,0.665461798,NA
SMARCD3,9.577757116,-0.01390756,0.082535918,0.687382795,0.905371687
GINS4,2.920408805,-0.011666726,0.086912936,0.639635369,NA
RAP1GDS1,22.47072958,0.015931387,0.069547108,0.721054737,0.918415293
TAS1R3,4.836404179,0.012654696,0.085384504,0.662650467,0.895183467
RABL2B,5.581341197,0.01407034,0.082064896,0.690779307,0.90754403
CEP55,13.37881658,0.011607208,0.086973073,0.63875307,0.885053774
MIR6746,2.459673552,-0.009513857,0.08868249,0.578937682,NA
SNORA74,9.251824073,0.014174322,0.08176808,0.692959223,0.909010719
RPL7AP29,2.991836422,-0.012417335,0.085729058,0.658099682,NA
PPP3CA-DT,9.227865936,0.014397882,0.080791965,0.697357179,0.910912577
IGHD6-19,5.556656124,-0.006233814,0.089663939,0.435038786,0.785819452
ZBTB12BP,5.649276017,-0.013821384,0.082772899,0.68701646,0.905206905
RPRD1A,24.70973911,0.013783292,0.082546612,0.686464545,0.90484532
PNPT1P1,2.225030428,-0.011580557,0.086752377,0.639194297,NA
SLC35F3-AS1,2.089729118,-0.009454172,0.088746677,0.578149396,NA
RNU6-298P,3.457509933,-0.011615975,0.086926898,0.640373277,NA
PCNX4,13.14715173,-0.015597318,0.07391214,0.71759638,0.917003377
JAK3,14.24559796,-0.012992596,0.084652696,0.671643768,0.89874804
TRAF6,14.12102187,-0.015696292,0.072543884,0.719345306,0.917429764
IGHV4-30-2,159.2962783,0.009176519,0.088877926,0.569516324,0.852224307
ZNF638,72.31427878,0.01582405,0.056817478,0.7215247,0.918660255
EIF1AD,19.08182493,-0.015946078,0.069055476,0.723412271,0.919347912
TRAM1,250.4743602,-0.012479185,0.081561061,0.661337152,0.894367632
RASD1,118.2086035,-0.009642022,0.088699878,0.585788195,0.860845977
DUSP18,3.91405226,0.013200615,0.084202129,0.676795899,NA
TRAV8-4,2.110173682,-0.01113203,0.087426971,0.629548776,NA
CDC14B,10.46155427,0.015024075,0.077562682,0.7097775,0.915035667
TP53TG1,2.087837903,-0.011433598,0.086936866,0.637339831,NA
ARHGAP5-AS1,2.154650826,0.011280542,0.087175435,0.633596876,NA
CLCN2,2.077112099,-0.011662823,0.086993062,0.643223551,NA
TNFSF13B,18.43886891,0.014286126,0.080970517,0.697632479,0.910912577
LINC02928,4.21872226,-0.011054026,0.087547187,0.627956752,NA
TMCO4,21.29109159,0.015718658,0.071458047,0.721061409,0.918415293
VIRMA,26.55069818,-0.015778007,0.071339984,0.721985806,0.918722974
RPS27P9,1.633793306,0.010777136,0.087662725,0.621044391,NA
MIR601,4.976806275,0.011412005,0.087117242,0.637779711,0.884675488
ADCY4,2.855827059,0.01219899,0.086004409,0.656907459,NA
EDEM1,70.48816257,0.014998539,0.077711753,0.710525654,0.915350328
SPG7,12.11029808,-0.014649206,0.079325554,0.704846335,0.913700967
ZNF691-DT,2.278923436,-0.011122033,0.087419775,0.630941684,NA
CDC20-DT,3.331561874,0.011740556,0.0866485,0.646587206,NA
CCNB1,31.94618069,0.01216322,0.086107346,0.656574461,0.893407911
RPS3AP29,2.974646394,-0.011354941,0.087126086,0.637212065,NA
GASK1A,2.960141615,0.011785378,0.086600552,0.647976994,NA
ZNF860,6.108387248,0.013429149,0.083467745,0.683435593,0.903763722
MIR549A,6.412153081,0.009270399,0.088803753,0.576434026,0.855475058
PCDHB16,2.26273612,-0.010121327,0.08823003,0.603878443,NA
ZNF766,12.51764649,0.014884205,0.075868617,0.709722757,0.915035667
NT5DC2,17.38813949,-0.014256407,0.08090321,0.699230817,0.911227185
ZNF468,18.06821243,0.014269872,0.080845915,0.699538365,0.911227185
CSNK1G1,11.33543087,0.015318339,0.075186847,0.717103885,0.917003377
TRGV10,4.503986985,0.011821057,0.086469745,0.649976016,NA
CUTC,22.42764132,0.015326078,0.072940867,0.717286517,0.917003377
DENR,47.93376396,-0.015466695,0.073418963,0.719524781,0.91743688
STARD13-AS,9.917684304,0.014720152,0.080088197,0.707660969,0.91466697
NNT,29.93461874,-0.014492128,0.079871561,0.703886128,0.913166014
RNU7-154P,5.885479431,0.011975121,0.086277583,0.653909175,0.892582779
ACP3,8.486105618,-0.012560906,0.085192055,0.667399669,0.896723981
WASF1,4.425194734,0.012756202,0.084974688,0.671832519,NA
AURKAIP1,61.87396439,0.015261608,0.074480547,0.717343445,0.917003377
SPATA6,11.45635929,-0.013248022,0.083822117,0.682111818,0.903763722
PCDHGC3,8.942660426,-0.013572442,0.082953476,0.688446465,0.906225553
RNU5D-1,58.2850942,-0.011591943,0.086725371,0.646031739,0.889091788
TMTC4,15.34843313,0.014057786,0.081383469,0.69786812,0.910951522
MIR4789,11.46050319,-0.010625185,0.087793123,0.621317385,0.876913395
FTH1P22,3.606670184,-0.011496807,0.086871473,0.64428756,NA
ZNF655,44.24220833,-0.015726803,0.059614828,0.725416543,0.91995875
SNORA40B,32.96090715,0.013904255,0.08197168,0.695698204,0.910095002
FOXN3-AS2,3.717016843,0.012868696,0.084838644,0.675883505,NA
SNORA79,6.160191323,-0.012466868,0.085346411,0.667424303,0.896723981
PRDX2P1,2.448490745,-0.012723302,0.086626957,0.672893491,NA
IGHD3-22,5.0638108,0.007779269,0.08936399,0.52317513,0.830522804
SENP1,13.10385994,-0.015182096,0.075487736,0.717564916,0.917003377
EHHADH,9.762351185,0.014457553,0.079695801,0.705783244,0.914208696
RAN,108.7535279,0.015379135,0.076749848,0.720727444,0.918415293
RN7SL704P,2.387004831,0.010555743,0.087832592,0.620565151,NA
SLC25A44,16.31488177,-0.014908905,0.074419725,0.7138109,0.916132348
RNF26,12.07355019,-0.014863215,0.077647947,0.713118276,0.915727911
ACAD9,28.95896034,0.015372443,0.072811241,0.721211849,0.918415293
RN7SL74P,1.852638494,-0.010878764,0.087564092,0.630134666,NA
MAPK12,3.111771718,-0.010860014,0.087511585,0.629709099,NA
CRTAM,3.050267375,0.011595624,0.086657297,0.64865464,NA
MIR4530,3.116465133,0.009088627,0.088831082,0.575959389,NA
MRPS18AP1,2.000362482,-0.011263408,0.0871361,0.640988727,NA
FABP5P5,2.122458247,-0.01079711,0.087582678,0.62926119,NA
TTC3,73.60735022,-0.015638075,0.068786466,0.726382804,0.920355371
CYCSP4,5.175909148,-0.013344014,0.083389847,0.687568552,0.905457446
SNORA63D,38.47549623,0.012757656,0.084792638,0.676009978,0.901014826
GPIHBP1,4.381786707,0.01045472,0.087914383,0.620188031,NA
GAS5,85.38084871,0.013131906,0.083943561,0.683775288,0.903763722
NEK6,67.99553482,0.015130267,0.075281283,0.71898774,0.917417211
CHRDL1,23.53991811,-0.010712115,0.087637232,0.627605191,0.880929673
PCDHB5,5.120305422,-0.009966001,0.088256183,0.606261684,0.870678436
FABP5P8,4.431393109,0.013097602,0.083971243,0.68335133,NA
MIR581,17.10017177,0.013572272,0.082514358,0.692606404,0.908663764
TRAJ43,12.54200672,-0.011042958,0.087283859,0.636975523,0.884237706
SLA,29.63260521,0.013375009,0.083208368,0.689592309,0.906690659
C8orf44,9.018246063,-0.014608459,0.078678211,0.711602656,0.915375551
LRIG3-DT,4.971627265,-0.009375141,0.088636489,0.58856461,0.862450867
MIR4434,12.85977714,0.014258042,0.080192872,0.705738653,0.914208696
LOC124905067,3.556615838,-0.010447253,0.087868479,0.621587762,NA
FAM111A,35.14741111,-0.015428954,0.0718653,0.724822665,0.919740904
CTTN-DT,2.787784662,-0.012143071,0.085870664,0.664386122,NA
PDHA1,34.51994841,0.015611535,0.069139898,0.727608974,0.920860936
PTRHD1,10.59954979,-0.01432221,0.079797068,0.70735007,0.91466697
RANGAP1,27.48319302,0.014763447,0.077468374,0.714709913,0.916513951
MARS1,42.70637967,-0.01478536,0.076912925,0.715117579,0.916620573
HSPBAP1,7.901883421,0.014526583,0.078926417,0.710944124,0.915350328
RPS18P12,2.864782579,-0.011158471,0.087157194,0.641392332,NA
ZNF143-AS1,3.768338862,-0.011940241,0.086091228,0.660386868,NA
PIP5K1A,48.56939774,-0.015105453,0.075129439,0.720378519,0.918246808
ANKRD49,17.19932656,-0.014866229,0.073646232,0.716876461,0.917003377
TMEM128,28.98874088,-0.015499868,0.071478538,0.726840908,0.920378981
LOC100419700,4.460868707,0.011899122,0.086239827,0.660291763,NA
COX10,6.048719197,0.013952413,0.081266279,0.701939649,0.912412737
CCNJP2,4.669064465,0.013711547,0.083129003,0.697658294,0.910912577
UBE2Q1,38.29091753,0.015509182,0.070170967,0.727441503,0.920804264
MIR17HG,6.071872532,0.013189466,0.083411457,0.687931521,0.905776503
DPY19L3-DT,2.68766914,0.01133124,0.086895986,0.647043731,NA
ABCA13,11.64893848,-0.008997475,0.088833718,0.578334255,0.856785306
WASF2,51.62136974,-0.015618995,0.064367343,0.729468563,0.921582622
ZRANB1,13.08994603,0.015265834,0.073516401,0.724380536,0.919740904
LRIG1,40.3561478,-0.013838876,0.081411214,0.700798855,0.911976904
SCRG1,2.316398499,-0.011464036,0.086620891,0.651209918,NA
RN7SL767P,20.0889337,-0.012506526,0.084987091,0.675024668,0.900836542
MIR221,12.7753585,-0.011562267,0.086522153,0.653949153,0.892582779
H3C1,65.25447593,0.012212358,0.085651706,0.669038707,0.897442932
PXDN,31.75373858,0.011816991,0.086279696,0.660265687,0.894114946
RN7SL396P,51.14896875,0.012663713,0.084719554,0.679068307,0.902428761
TPCN2,4.559473101,-0.081343009,0.126648953,0.941539903,NA
RUVBL1,18.28949315,0.014545649,0.078401648,0.714137687,0.916249824
CSTF2,27.55655195,-0.014834303,0.076555195,0.718905927,0.917417211
USP42,8.712731776,-0.014443077,0.078912566,0.712520034,0.915383296
SNAPC4,8.014367014,-0.014403846,0.079095456,0.711924148,0.915375551
ZMYM4,43.33755119,0.015426575,0.06583795,0.728180917,0.920896775
FOXA1,33.79325879,-0.01116189,0.087018755,0.645514854,0.889052581
SSNA1,51.24343844,0.015474104,0.069051562,0.729262396,0.921548103
SNORA46,47.59700404,-0.012845079,0.08419795,0.683800084,0.903763722
MIR548O2,7.033818729,-0.011681882,0.086298187,0.658879181,0.894114946
MIR4538,3.261749847,-0.008124326,0.08918535,0.549231119,NA
CYB5R2,2.862312129,0.011946198,0.085880453,0.665472254,NA
SPATC1L,5.574268076,-0.01252594,0.084819344,0.678267145,0.9020782
JAML,13.45518156,0.01339708,0.082785257,0.695644477,0.910095002
PKNOX1,8.111687103,-0.014424352,0.078535295,0.713926195,0.916132348
FZD5,21.8723212,-0.014363524,0.07888305,0.712938341,0.915650252
ERCC5,3.723218759,-0.012719118,0.084522528,0.682812734,NA
RPL38,177.3272081,-0.01427765,0.079240828,0.712111661,0.915375551
SIGLEC7,3.764555749,0.012289333,0.085264403,0.674083588,NA
RIC8A,33.04782951,-0.01465905,0.068381763,0.718520654,0.917417211
SLC25A45,4.413093422,-0.013061419,0.083587526,0.690191506,NA
NDUFS8,29.75467429,-0.014282346,0.079099066,0.71254753,0.915383296
RNU2-25P,9.729367748,-0.012443727,0.084939053,0.677767478,0.901727517
KRT8P52,2.13168304,-0.01049382,0.08661799,0.630532555,NA
CYP27A1,48.21339857,0.013312636,0.08293229,0.695217323,0.910021106
GK3,5.649029843,-0.013270687,0.082968086,0.694438267,0.909556579
TSPAN13,187.5406371,0.013445221,0.082605525,0.697991569,0.910951522
FOXP1-DT,2.789628771,0.011977273,0.085830697,0.667903595,NA
ARSL,19.19939736,0.009545583,0.088466118,0.602673546,0.869652944
DHX35,13.90908086,-0.015007283,0.0740239,0.724885669,0.919740904
PAAF1,7.517837662,-0.014112327,0.079988305,0.710360341,0.915294831
HMGN1P38,3.70261673,-0.012642677,0.084596626,0.683074985,NA
MIR4437,5.160276134,-0.01065452,0.087484099,0.636273305,0.884230899
MIR583,4.381691243,-0.010829526,0.087331514,0.641132317,NA
RNU7-181P,8.830474883,-0.01180152,0.085873079,0.665085116,0.895794106
PRKDC,104.3153777,0.014944277,0.075027511,0.724661857,0.919740904
METTL25,9.593041167,0.014460344,0.077681455,0.716954296,0.917003377
GTF2IRD2B,3.461702333,-0.012568092,0.084902087,0.681999719,NA
ARID1B,12.81952732,0.015156822,0.073460086,0.728137516,0.920896775
RDH11,28.68840951,-0.014221679,0.079287794,0.713120823,0.915727911
NDUFS4,70.55180125,0.014870939,0.07487473,0.723771915,0.919571394
MIR130A,2.426949387,-0.010176373,0.087947688,0.623495498,NA
MIR6081,67.91219616,0.013427598,0.081678722,0.69934067,0.911227185
PODN,16.93080712,0.013065331,0.083826141,0.692509,0.908663764
CDA,14.65870254,0.009113406,0.088712058,0.590775603,0.863758809
TAS2R46,10.66175403,0.013557832,0.081897804,0.702114715,0.912412737
RN7SKP16,24.87295798,-0.014142176,0.079550473,0.712456505,0.915383296
BORA,6.140080023,0.013479458,0.082143812,0.700702814,0.911952592
SMARCE1,5.10947288,-0.013392343,0.082455496,0.699298791,0.911227185
NUP43,29.86584471,-0.015209635,0.070919204,0.729902909,0.921976156
RPL28,87.5449302,0.014700527,0.076255027,0.722104378,0.918753314
MAP3K10,5.690401246,-0.013340905,0.082550809,0.698605187,0.911227185
GUSBP1,10.92855607,-0.013362189,0.082498769,0.699120462,0.911227185
MIR558,15.75521669,0.01550881,0.076904389,0.734752924,0.924436087
MRPS18A,24.12183475,0.014912201,0.074471965,0.725829501,0.91995875
PPIAP22,23.27585209,-0.014569041,0.077377833,0.720404691,0.918246808
SEC14L6,4.276952487,-0.009652422,0.088339483,0.609584651,NA
SNORD66,7.491695517,-0.010469892,0.087642965,0.633607575,0.883239247
ANKRD35,2.770369386,0.011353896,0.086597226,0.656642566,NA
CALM2P2,21.21124064,0.014834346,0.074944509,0.724845197,0.919740904
DEPDC5,2.595811543,0.011696104,0.086008132,0.665048722,NA
SENP3,5.060749071,-0.013308786,0.082610059,0.698801647,0.911227185
FRMD4B,16.93116791,-0.013929527,0.080104138,0.710076385,0.915185174
MAP3K4,25.22145428,0.014812454,0.07518608,0.724787828,0.919740904
UPK3B,3.98064698,-0.010141668,0.08794129,0.625156614,NA
SZT2,11.01325933,0.01446549,0.078020556,0.719458078,0.917429764
TRPV2,17.84114852,-0.013558919,0.081675898,0.704150983,0.913272813
GNB5,4.075498373,0.01278456,0.083943429,0.689418187,NA
GABPB1,11.88846438,0.014865603,0.074675315,0.726450328,0.920355371
RRAGD,17.49925045,-0.01321279,0.082771368,0.697990214,0.910951522
WIPI2,24.14677881,0.015196548,0.06994264,0.731537694,0.923203318
GLIS3,12.46945537,0.012960645,0.083810133,0.693181457,0.909010719
RPL35AP24,3.433987624,-0.012431135,0.085078791,0.682529511,NA
DDIT4,97.96529707,0.01152893,0.086360444,0.662435817,0.895054605
CCT5,88.21489104,0.013053513,0.080470532,0.695381351,0.910077085
RNU6-1233P,7.058952519,-0.010149353,0.08790176,0.62695592,0.880483567
SLC35E2B,20.08109567,-0.014133557,0.079343235,0.715185935,0.916620573
IGLV10-54,61.56268416,-0.011555055,0.089456763,0.663852494,0.895468604
CRYGS,5.556277683,-0.013202786,0.081986767,0.698724231,0.911227185
CETP,2.086123358,-0.011798646,0.087054691,0.66960971,NA
MRPL41,81.45763796,-0.014825103,0.074382032,0.726747918,0.920378981
PPM1M,16.79566261,-0.014638493,0.07495597,0.724056319,0.919740904
TAS2R31,20.87380836,0.01379658,0.079388317,0.710062638,0.915185174
ABCA11P,1.765439193,-0.011003591,0.087387771,0.650990146,NA
CSRNP3,2.50898066,-0.010090463,0.08794031,0.626597813,NA
CTR9,32.29711125,0.015210841,0.068672136,0.733625136,0.924131193
MEF2C-AS2,3.099418071,0.011946755,0.085529611,0.674201001,NA
RAB17-DT,2.040214475,0.010809743,0.087105278,0.646864087,NA
FAM204A,7.384777939,0.01386069,0.080229818,0.712074051,0.915375551
GPAM,13.21403373,-0.0117289,0.085924353,0.669455539,0.897488025
CPSF7,30.42557338,-0.015322215,0.064100328,0.735540967,0.924739921
